date,timestamp,display_location,location_name,station_name,monitoring_point_id,station_code,city,district,province,country,latitude,longitude,pH,DO,BOD,COD,SS,TN,TP,temperature,EC,Turbidity,Chlorophyll_a,Fecal_Coliform,E_coli,Alkalinity,Hardness,Ammonia_N,Nitrate_N,Phosphate_P,the_geom,OBJECTID,MGTNO,IVSTG_GB,IVSTG_SPOT,IVSTG_DT,RGD_DT,MODI_DT,OPERT_MTH,USE_YN,region,source,x,y
2026-06-26,2026-06-26 10:46:32,"Taisen-ri 7, Chungcheongnam-do, South Korea","Taisen-ri 7, Chungcheongnam-do, South Korea",Taisen-ri 7,W-3,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.341859840803004,126.60938208984363,7.1,8.2,1.7,3.1,9.0,1.9,0.18,18.6,212.0,3.3,3.6,22.0,20.0,50.8,67.6,0.41,1.08,0.16,,3926,GG2011A003,IV05,W-3,,,,GE01,Y,"Taisen-ri 7, Chungcheongnam-do, South Korea",Korean Water Quality API,920077.6258,1816419.8918
2026-06-26,2026-06-26 10:46:32,"Taisen-ri 8, Chungcheongnam-do, South Korea","Taisen-ri 8, Chungcheongnam-do, South Korea",Taisen-ri 8,W-4,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.34133187346079,126.59961577154262,7.2,7.4,2.3,3.1,7.0,1.6,0.18,18.6,206.0,2.1,4.4,34.0,20.0,48.0,67.6,0.25,1.44,0.16,,3548,GG2011A003,IV05,W-4,,,,GE01,Y,"Taisen-ri 8, Chungcheongnam-do, South Korea",Korean Water Quality API,919200.6478,1816369.4452
2026-06-26,2026-06-26 10:46:31,"Taisen-ri 9, Chungcheongnam-do, South Korea","Taisen-ri 9, Chungcheongnam-do, South Korea",Taisen-ri 9,W-5,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.34662643101314,126.59831872784119,6.9,8.2,2.0,2.3,11.0,1.6,0.1,15.1,214.0,3.3,4.0,13.0,10.0,53.6,61.6,0.25,1.26,0.08,,3282,GG2011A003,IV05,W-5,,,,GE01,Y,"Taisen-ri 9, Chungcheongnam-do, South Korea",Korean Water Quality API,919089.7277,1816957.8295
2026-06-26,2026-06-26 10:46:31,"Taisen-ri 10, Chungcheongnam-do, South Korea","Taisen-ri 10, Chungcheongnam-do, South Korea",Taisen-ri 10,W-6,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.34533574321171,126.58715231356878,7.0,7.2,2.6,3.1,13.0,1.9,0.18,16.5,218.0,1.8,4.8,19.0,14.0,56.4,64.0,0.41,1.62,0.16,,3074,GG2011A003,IV05,W-6,,,,GE01,Y,"Taisen-ri 10, Chungcheongnam-do, South Korea",Korean Water Quality API,918086.3582,1816824.0641
2026-06-26,2026-06-26 10:46:31,"Taisen-ri 11, Chungcheongnam-do, South Korea","Taisen-ri 11, Chungcheongnam-do, South Korea",Taisen-ri 11,W-7,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.333511474862675,126.60558118023447,6.8,7.2,1.4,2.3,7.0,1.6,0.1,13.0,190.0,1.8,3.2,10.0,4.0,48.0,58.0,0.25,0.9,0.08,,2940,GG2011A003,IV05,W-7,,,,GE01,Y,"Taisen-ri 11, Chungcheongnam-do, South Korea",Korean Water Quality API,919727.9645,1815496.9987
2026-06-26,2026-06-26 10:46:31,"Taisen-ri 12, Chungcheongnam-do, South Korea","Taisen-ri 12, Chungcheongnam-do, South Korea",Taisen-ri 12,W-8,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.34123133629644,126.59385740194212,7.05,8.0,1.4,2.7,8.0,1.75,0.14,17.9,210.0,3.0,3.2,19.0,18.0,49.4,66.4,0.33,0.9,0.12,,2845,GG2011A003,IV05,W-8,,,,GE01,Y,"Taisen-ri 12, Chungcheongnam-do, South Korea",Korean Water Quality API,918683.7815,1816363.1212
2026-06-26,2026-06-26 10:46:31,"Taisen-ri 13, Chungcheongnam-do, South Korea","Taisen-ri 13, Chungcheongnam-do, South Korea",Taisen-ri 13,W-9,GG2011A003,Taisen-ri,,Chungcheongnam-do,South Korea,36.339749298612396,126.60336651916265,6.95,7.6,2.3,4.3,14.0,2.05,0.18,16.5,206.0,2.4,4.4,13.0,14.0,57.8,64.0,0.49,1.44,0.16,,2783,GG2011A003,IV05,W-9,,,,GE01,Y,"Taisen-ri 13, Chungcheongnam-do, South Korea",Korean Water Quality API,919535.6154,1816190.7698
2026-06-26,2026-06-26 10:46:33,"Chinch'on 27, Chungcheongbuk-do, South Korea","Chinch'on 27, Chungcheongbuk-do, South Korea",Chinch'on 27,W-2,GG2011B001,Chinch'on,,Chungcheongbuk-do,South Korea,36.728448434896734,127.3540290112115,7.1,8.4,1.7,2.3,13.0,1.9,0.1,17.2,202.0,3.6,3.6,28.0,16.0,56.4,65.2,0.41,1.08,0.08,,4716,GG2011B001,IV05,W-2,,,,GE04,Y,"Chinch'on 27, Chungcheongbuk-do, South Korea",Korean Water Quality API,986966.0308,1858943.8717
2026-06-26,2026-06-26 10:46:33,"Cheongju-si 30, Chungcheongbuk-do, South Korea","Cheongju-si 30, Chungcheongbuk-do, South Korea",Cheongju-si 30,W-3,GG2011B001,Cheongju-si,,Chungcheongbuk-do,South Korea,36.71707971198004,127.36374694974177,7.05,8.2,1.4,4.3,12.0,1.75,0.18,16.5,200.0,3.3,3.2,25.0,14.0,55.0,64.0,0.33,0.9,0.16,,4235,GG2011B001,IV05,W-3,,,,GE04,Y,"Cheongju-si 30, Chungcheongbuk-do, South Korea",Korean Water Quality API,987831.9674,1857681.4822
2026-06-26,2026-06-26 10:46:32,"Chinch'on 28, Chungcheongbuk-do, South Korea","Chinch'on 28, Chungcheongbuk-do, South Korea",Chinch'on 28,W-4,GG2011B001,Chinch'on,,Chungcheongbuk-do,South Korea,36.74010264987241,127.347521255988,6.85,7.2,1.7,3.5,12.0,1.75,0.1,15.1,202.0,1.8,3.6,40.0,10.0,55.0,61.6,0.33,1.08,0.08,,3801,GG2011B001,IV05,W-4,,,,GE04,Y,"Chinch'on 28, Chungcheongbuk-do, South Korea",Korean Water Quality API,986387.0009,1860237.5601
2026-06-26,2026-06-26 10:46:32,"Chinch'on 29, Chungcheongbuk-do, South Korea","Chinch'on 29, Chungcheongbuk-do, South Korea",Chinch'on 29,W-5,GG2011B001,Chinch'on,,Chungcheongbuk-do,South Korea,36.7359250050401,127.3536058719094,6.85,8.0,1.7,4.3,10.0,2.05,0.18,14.4,212.0,3.0,3.6,10.0,8.0,52.2,60.4,0.49,1.08,0.16,,3461,GG2011B001,IV05,W-5,,,,GE04,Y,"Chinch'on 29, Chungcheongbuk-do, South Korea",Korean Water Quality API,986929.5154,1859773.2929
2026-06-26,2026-06-26 10:46:33,"Chinch'on 30, Chungcheongbuk-do, South Korea","Chinch'on 30, Chungcheongbuk-do, South Korea",Chinch'on 30,W-2,GG2011B003,Chinch'on,,Chungcheongbuk-do,South Korea,36.825011766508915,127.59679549698981,7.1,8.4,1.7,2.3,13.0,1.9,0.1,17.2,202.0,3.6,3.6,28.0,16.0,56.4,65.2,0.41,1.08,0.08,,4686,GG2011B003,IV05,W-2,,,,GE04,Y,"Chinch'on 30, Chungcheongbuk-do, South Korea",Korean Water Quality API,1008632.1798,1869649.9939
2026-06-26,2026-06-26 10:46:33,"Chinch'on 31, Chungcheongbuk-do, South Korea","Chinch'on 31, Chungcheongbuk-do, South Korea",Chinch'on 31,W-3,GG2011B003,Chinch'on,,Chungcheongbuk-do,South Korea,36.82188406690844,127.59596010313196,7.15,7.2,2.0,2.7,14.0,2.05,0.14,17.9,204.0,1.8,4.0,31.0,18.0,57.8,66.4,0.49,1.26,0.12,,4207,GG2011B003,IV05,W-3,,,,GE04,Y,"Chinch'on 31, Chungcheongbuk-do, South Korea",Korean Water Quality API,1008558.028,1869302.9631
2026-06-26,2026-06-26 10:46:32,"Chinch'on 32, Chungcheongbuk-do, South Korea","Chinch'on 32, Chungcheongbuk-do, South Korea",Chinch'on 32,W-4,GG2011B003,Chinch'on,,Chungcheongbuk-do,South Korea,36.823613374044974,127.60617276520317,7.25,7.4,2.6,4.3,12.0,1.75,0.18,14.4,218.0,2.1,4.8,31.0,8.0,55.0,60.4,0.33,1.62,0.16,,3779,GG2011B003,IV05,W-4,,,,GE04,Y,"Chinch'on 32, Chungcheongbuk-do, South Korea",Korean Water Quality API,1009468.613,1869495.758
2026-06-26,2026-06-26 10:46:33,"Suisan 16, Chungcheongnam-do, South Korea","Suisan 16, Chungcheongnam-do, South Korea",Suisan 16,W-2,GG2011B004,Suisan,,Chungcheongnam-do,South Korea,36.73097864285537,126.46309717053786,7.15,7.2,2.0,2.7,14.0,2.05,0.14,17.9,204.0,1.8,4.0,31.0,18.0,57.8,66.4,0.49,1.26,0.12,,4687,GG2011B004,IV05,W-2,,,,GE04,Y,"Suisan 16, Chungcheongnam-do, South Korea",Korean Water Quality API,907415.0004,1859715.6825
2026-06-26,2026-06-26 10:46:33,"Suisan 17, Chungcheongnam-do, South Korea","Suisan 17, Chungcheongnam-do, South Korea",Suisan 17,W-3,GG2011B004,Suisan,,Chungcheongnam-do,South Korea,36.71989648210991,126.4668114806623,7.2,7.4,2.3,3.1,7.0,1.6,0.18,18.6,206.0,2.1,4.4,34.0,20.0,48.0,67.6,0.25,1.44,0.16,,4208,GG2011B004,IV05,W-3,,,,GE04,Y,"Suisan 17, Chungcheongnam-do, South Korea",Korean Water Quality API,907733.4033,1858482.7182
2026-06-26,2026-06-26 10:46:32,"Suisan 18, Chungcheongnam-do, South Korea","Suisan 18, Chungcheongnam-do, South Korea",Suisan 18,W-4,GG2011B004,Suisan,,Chungcheongnam-do,South Korea,36.724272923471894,126.4785873601878,6.8,7.2,1.4,2.3,7.0,1.6,0.1,13.0,190.0,1.8,3.2,10.0,4.0,48.0,58.0,0.25,0.9,0.08,,3780,GG2011B004,IV05,W-4,,,,GE04,Y,"Suisan 18, Chungcheongnam-do, South Korea",Korean Water Quality API,908790.2298,1858956.9353
2026-06-26,2026-06-26 10:46:32,"Suisan 19, Chungcheongnam-do, South Korea","Suisan 19, Chungcheongnam-do, South Korea",Suisan 19,W-5,GG2011B004,Suisan,,Chungcheongnam-do,South Korea,36.68428239740871,126.45389272023935,7.1,8.2,1.7,3.1,9.0,1.9,0.18,18.6,212.0,3.3,3.6,22.0,20.0,50.8,67.6,0.41,1.08,0.16,,3446,GG2011B004,IV05,W-5,,,,GE04,Y,"Suisan 19, Chungcheongnam-do, South Korea",Korean Water Quality API,906536.5699,1854544.4588
2026-06-26,2026-06-26 10:46:31,"Suisan 20, Chungcheongnam-do, South Korea","Suisan 20, Chungcheongnam-do, South Korea",Suisan 20,W-6,GG2011B004,Suisan,,Chungcheongnam-do,South Korea,36.66664501809913,126.44826921159222,7.25,8.2,2.6,2.7,10.0,2.05,0.14,13.7,198.0,3.3,4.8,34.0,6.0,52.2,59.2,0.49,1.62,0.12,,3199,GG2011B004,IV05,W-6,,,,GE04,Y,"Suisan 20, Chungcheongnam-do, South Korea",Korean Water Quality API,906012.673,1852593.3944
2026-06-26,2026-06-26 10:46:31,"Suisan 21, Chungcheongnam-do, South Korea","Suisan 21, Chungcheongnam-do, South Korea",Suisan 21,W-7,GG2011B004,Suisan,,Chungcheongnam-do,South Korea,36.64589205042452,126.44946089727641,7.15,8.4,2.0,3.5,10.0,2.05,0.1,13.0,214.0,3.6,4.0,25.0,4.0,52.2,58.0,0.49,1.26,0.08,,3027,GG2011B004,IV05,W-7,,,,GE04,Y,"Suisan 21, Chungcheongnam-do, South Korea",Korean Water Quality API,906093.9673,1850290.0546
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 31, Chungcheongbuk-do, South Korea","Cheongju-si 31, Chungcheongbuk-do, South Korea",Cheongju-si 31,GW-1,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.635916593284065,127.29857148615541,6.95,7.6,2.3,4.3,14.0,2.05,0.18,16.5,206.0,2.4,4.4,13.0,14.0,57.8,64.0,0.49,1.44,0.16,,893,GG2011B005,IV07,GW-1,,,,GE04,Y,"Cheongju-si 31, Chungcheongbuk-do, South Korea",Korean Water Quality API,981992.5834,1848688.5231
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 32, Chungcheongbuk-do, South Korea","Cheongju-si 32, Chungcheongbuk-do, South Korea",Cheongju-si 32,GW-2,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.621425338798176,127.30374492737154,7.0,7.8,2.6,2.3,7.0,1.6,0.1,17.2,208.0,2.7,4.8,16.0,16.0,48.0,65.2,0.25,1.62,0.08,,894,GG2011B005,IV07,GW-2,,,,GE04,Y,"Cheongju-si 32, Chungcheongbuk-do, South Korea",Korean Water Quality API,982451.797,1847080.1012
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 33, Chungcheongbuk-do, South Korea","Cheongju-si 33, Chungcheongbuk-do, South Korea",Cheongju-si 33,GW-3,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.62901108659369,127.32073061542576,7.05,8.0,1.4,2.7,8.0,1.75,0.14,17.9,210.0,3.0,3.2,19.0,18.0,49.4,66.4,0.33,0.9,0.12,,895,GG2011B005,IV07,GW-3,,,,GE04,Y,"Cheongju-si 33, Chungcheongbuk-do, South Korea",Korean Water Quality API,983972.1493,1847918.5919
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 34, Chungcheongbuk-do, South Korea","Cheongju-si 34, Chungcheongbuk-do, South Korea",Cheongju-si 34,W-10,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.62899557351473,127.30176728375267,6.85,7.2,1.7,3.5,12.0,1.75,0.1,15.1,202.0,1.8,3.6,40.0,10.0,55.0,61.6,0.33,1.08,0.08,,891,GG2011B005,IV05,W-10,,,,GE04,Y,"Cheongju-si 34, Chungcheongbuk-do, South Korea",Korean Water Quality API,982276.6985,1847920.2035
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 35, Chungcheongbuk-do, South Korea","Cheongju-si 35, Chungcheongbuk-do, South Korea",Cheongju-si 35,W-11,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.621253282709496,127.2964331285791,6.9,7.4,2.0,3.9,13.0,1.9,0.14,15.8,204.0,2.1,4.0,10.0,12.0,56.4,62.8,0.41,1.26,0.12,,892,GG2011B005,IV05,W-11,,,,GE04,Y,"Cheongju-si 35, Chungcheongbuk-do, South Korea",Korean Water Quality API,981797.9692,1847062.3764
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 36, Chungcheongbuk-do, South Korea","Cheongju-si 36, Chungcheongbuk-do, South Korea",Cheongju-si 36,W-1,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.63761533737912,127.28591096524477,6.9,8.2,2.0,2.3,11.0,1.6,0.1,15.1,214.0,3.3,4.0,13.0,10.0,53.6,61.6,0.25,1.26,0.08,,882,GG2011B005,IV05,W-1,,,,GE04,Y,"Cheongju-si 36, Chungcheongbuk-do, South Korea",Korean Water Quality API,980861.1699,1848879.4082
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 37, Chungcheongbuk-do, South Korea","Cheongju-si 37, Chungcheongbuk-do, South Korea",Cheongju-si 37,W-2,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.621338764073805,127.30001724234293,6.95,8.4,2.3,2.7,12.0,1.75,0.14,15.8,216.0,3.6,4.4,16.0,12.0,55.0,62.8,0.33,1.44,0.12,,883,GG2011B005,IV05,W-2,,,,GE04,Y,"Cheongju-si 37, Chungcheongbuk-do, South Korea",Korean Water Quality API,982118.4646,1847071.1853
2026-06-26,2026-06-26 10:46:28,"Songgang-dong 17, Daejeon, South Korea","Songgang-dong 17, Daejeon, South Korea",Songgang-dong 17,W-3,GG2011B005,Songgang-dong,,Daejeon,South Korea,36.59577186921698,127.30247214637936,7.0,7.2,2.6,3.1,13.0,1.9,0.18,16.5,218.0,1.8,4.8,19.0,14.0,56.4,64.0,0.41,1.62,0.16,,884,GG2011B005,IV05,W-3,,,,GE04,Y,"Songgang-dong 17, Daejeon, South Korea",Korean Water Quality API,982332.1404,1844234.6945
2026-06-26,2026-06-26 10:46:28,"Songgang-dong 18, Daejeon, South Korea","Songgang-dong 18, Daejeon, South Korea",Songgang-dong 18,W-4,GG2011B005,Songgang-dong,,Daejeon,South Korea,36.57572559922105,127.30190585735387,7.05,7.4,1.4,3.5,14.0,2.05,0.1,17.2,190.0,2.1,3.2,22.0,16.0,57.8,65.2,0.49,0.9,0.08,,885,GG2011B005,IV05,W-4,,,,GE04,Y,"Songgang-dong 18, Daejeon, South Korea",Korean Water Quality API,982276.9064,1842011.1522
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 38, Chungcheongbuk-do, South Korea","Cheongju-si 38, Chungcheongbuk-do, South Korea",Cheongju-si 38,W-5,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.64198710625514,127.34525120247298,7.1,7.6,1.7,3.9,7.0,1.6,0.14,17.9,192.0,2.4,3.6,25.0,18.0,48.0,66.4,0.25,1.08,0.12,,886,GG2011B005,IV05,W-5,,,,GE04,Y,"Cheongju-si 38, Chungcheongbuk-do, South Korea",Korean Water Quality API,986166.771,1849354.1644
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 39, Chungcheongbuk-do, South Korea","Cheongju-si 39, Chungcheongbuk-do, South Korea",Cheongju-si 39,W-6,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.638782291229894,127.35504808763253,7.15,7.8,2.0,4.3,8.0,1.75,0.18,18.6,194.0,2.7,4.0,28.0,20.0,49.4,67.6,0.33,1.26,0.16,,887,GG2011B005,IV05,W-6,,,,GE04,Y,"Cheongju-si 39, Chungcheongbuk-do, South Korea",Korean Water Quality API,987041.9932,1848997.2981
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 40, Chungcheongbuk-do, South Korea","Cheongju-si 40, Chungcheongbuk-do, South Korea",Cheongju-si 40,W-7,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.621127537971965,127.34763893695052,7.2,8.0,2.3,2.3,9.0,1.9,0.1,13.0,196.0,3.0,4.4,31.0,4.0,50.8,58.0,0.41,1.44,0.08,,888,GG2011B005,IV05,W-7,,,,GE04,Y,"Cheongju-si 40, Chungcheongbuk-do, South Korea",Korean Water Quality API,986376.543,1847039.9446
2026-06-26,2026-06-26 10:46:28,"Songgang-dong 19, Daejeon, South Korea","Songgang-dong 19, Daejeon, South Korea",Songgang-dong 19,W-8,GG2011B005,Songgang-dong,,Daejeon,South Korea,36.58698295579845,127.31586037485532,7.25,8.2,2.6,2.7,10.0,2.05,0.14,13.7,198.0,3.3,4.8,34.0,6.0,52.2,59.2,0.49,1.62,0.12,,889,GG2011B005,IV05,W-8,,,,GE04,Y,"Songgang-dong 19, Daejeon, South Korea",Korean Water Quality API,983527.7827,1843257.3996
2026-06-26,2026-06-26 10:46:28,"Cheongju-si 41, Chungcheongbuk-do, South Korea","Cheongju-si 41, Chungcheongbuk-do, South Korea",Cheongju-si 41,W-9,GG2011B005,Cheongju-si,,Chungcheongbuk-do,South Korea,36.632448767063806,127.31956655027454,6.8,8.4,1.4,3.1,11.0,1.6,0.18,14.4,200.0,3.6,3.2,37.0,8.0,53.6,60.4,0.25,0.9,0.16,,890,GG2011B005,IV05,W-9,,,,GE04,Y,"Cheongju-si 41, Chungcheongbuk-do, South Korea",Korean Water Quality API,983868.7907,1848300.1167
2026-06-26,2026-06-26 10:46:31,"Tangjin 55, Chungcheongnam-do, South Korea","Tangjin 55, Chungcheongnam-do, South Korea",Tangjin 55,GW-1(송산일반산업단지),GG2011B006,Tangjin,,Chungcheongnam-do,South Korea,36.996533999865264,126.69483200051324,7.25,7.6,2.6,3.5,8.0,1.75,0.1,13.0,208.0,2.4,4.8,37.0,4.0,49.4,58.0,0.33,1.62,0.08,,3159,GG2011B006,IV07,GW-1(송산일반산업단지),,,,GE03,Y,"Tangjin 55, Chungcheongnam-do, South Korea",Korean Water Quality API,928355.4098,1888975.7996
2026-06-26,2026-06-26 10:46:31,"Tangjin 56, Chungcheongnam-do, South Korea","Tangjin 56, Chungcheongnam-do, South Korea",Tangjin 56,"GW-1(현대그린파워 5,6호기)",GG2011B006,Tangjin,,Chungcheongnam-do,South Korea,36.9448729996979,126.78828799970653,6.95,7.6,2.3,4.3,14.0,2.05,0.18,16.5,206.0,2.4,4.4,13.0,14.0,57.8,64.0,0.49,1.44,0.16,,3173,GG2011B006,IV07,"GW-1(현대그린파워 5,6호기)",,,,GE03,Y,"Tangjin 56, Chungcheongnam-do, South Korea",Korean Water Quality API,936628.5218,1883178.5352
2026-06-26,2026-06-26 10:46:31,"Tangjin 57, Chungcheongnam-do, South Korea","Tangjin 57, Chungcheongnam-do, South Korea",Tangjin 57,"GW-2(현대그린파워 5,6호기)",GG2011B006,Tangjin,,Chungcheongnam-do,South Korea,36.88844899975257,126.73250499989757,7.2,8.0,2.3,2.3,9.0,1.9,0.1,13.0,196.0,3.0,4.4,31.0,4.0,50.8,58.0,0.41,1.44,0.08,,3168,GG2011B006,IV07,"GW-2(현대그린파워 5,6호기)",,,,GE03,Y,"Tangjin 57, Chungcheongnam-do, South Korea",Korean Water Quality API,931611.1075,1876957.7072
2026-06-26,2026-06-26 10:46:34,"Tangjin 1, Chungcheongnam-do, South Korea","Tangjin 1, Chungcheongnam-do, South Korea",Tangjin 1,W-1(국도38호선),GG2011B006,Tangjin,,Chungcheongnam-do,South Korea,36.97811999959157,126.69110299990811,7.2,7.4,2.3,3.1,7.0,1.6,0.18,18.6,206.0,2.1,4.4,34.0,20.0,48.0,67.6,0.25,1.44,0.16,,4958,GG2011B006,IV05,W-1(국도38호선),,,,GE02,Y,"Tangjin 1, Chungcheongnam-do, South Korea",Korean Water Quality API,928006.2415,1886935.835
2026-06-26,2026-06-26 10:46:33,"Tangjin 1, Chungcheongnam-do, South Korea","Tangjin 1, Chungcheongnam-do, South Korea",Tangjin 1,W-2(국도38호선),GG2011B006,Tangjin,,Chungcheongnam-do,South Korea,36.97003400034059,126.70481900005218,7.15,8.4,2.0,3.5,10.0,2.05,0.1,13.0,214.0,3.6,4.0,25.0,4.0,52.2,58.0,0.49,1.26,0.08,,4317,GG2011B006,IV05,W-2(국도38호선),,,,GE02,Y,"Tangjin 1, Chungcheongnam-do, South Korea",Korean Water Quality API,929219.532,1886028.5289
2026-06-26,2026-06-26 10:46:31,"Tangjin 1, Chungcheongnam-do, South Korea","Tangjin 1, Chungcheongnam-do, South Korea",Tangjin 1,W-3(국도38호선),GG2011B006,Tangjin,,Chungcheongnam-do,South Korea,36.979844000439485,126.68403099961849,7.1,7.6,1.7,3.9,7.0,1.6,0.14,17.9,192.0,2.4,3.6,25.0,18.0,48.0,66.4,0.25,1.08,0.12,,3166,GG2011B006,IV05,W-3(국도38호선),,,,GE02,Y,"Tangjin 1, Chungcheongnam-do, South Korea",Korean Water Quality API,927378.4433,1887132.4577
2026-06-26,2026-06-26 10:46:33,"Yesan 29, Chungcheongnam-do, South Korea","Yesan 29, Chungcheongnam-do, South Korea",Yesan 29,w-2,GG2011B007,Yesan,,Chungcheongnam-do,South Korea,36.54446283623714,126.84894554849126,6.85,7.2,1.7,3.5,12.0,1.75,0.1,15.1,202.0,1.8,3.6,40.0,10.0,55.0,61.6,0.33,1.08,0.08,,4701,GG2011B007,IV05,w-2,,,,GE04,Y,"Yesan 29, Chungcheongnam-do, South Korea",Korean Water Quality API,941727.6313,1838722.2154
2026-06-26,2026-06-26 10:46:33,"Yesan 30, Chungcheongnam-do, South Korea","Yesan 30, Chungcheongnam-do, South Korea",Yesan 30,w-3,GG2011B007,Yesan,,Chungcheongnam-do,South Korea,36.553273528844485,126.85501910079088,6.8,8.4,1.4,3.1,11.0,1.6,0.18,14.4,200.0,3.6,3.2,37.0,8.0,53.6,60.4,0.25,0.9,0.16,,4220,GG2011B007,IV05,w-3,,,,GE04,Y,"Yesan 30, Chungcheongnam-do, South Korea",Korean Water Quality API,942277.801,1839695.8969
2026-06-26,2026-06-26 10:46:32,"Yesan 31, Chungcheongnam-do, South Korea","Yesan 31, Chungcheongnam-do, South Korea",Yesan 31,w-4,GG2011B007,Yesan,,Chungcheongnam-do,South Korea,36.55562124531543,126.84712707503778,6.8,7.8,1.4,3.9,9.0,1.9,0.14,13.7,210.0,2.7,3.2,40.0,6.0,50.8,59.2,0.41,0.9,0.12,,3790,GG2011B007,IV05,w-4,,,,GE04,Y,"Yesan 31, Chungcheongnam-do, South Korea",Korean Water Quality API,941573.2672,1839961.0866
2026-06-26,2026-06-26 10:46:32,"Yesan 32, Chungcheongnam-do, South Korea","Yesan 32, Chungcheongnam-do, South Korea",Yesan 32,w-5,GG2011B007,Yesan,,Chungcheongnam-do,South Korea,36.54368657667436,126.8571329088328,6.9,7.6,2.0,3.1,9.0,1.9,0.18,14.4,194.0,2.4,4.0,16.0,8.0,50.8,60.4,0.41,1.26,0.16,,3452,GG2011B007,IV05,w-5,,,,GE04,Y,"Yesan 32, Chungcheongnam-do, South Korea",Korean Water Quality API,942459.8715,1838631.1801
2026-06-26,2026-06-26 10:46:31,"Yesan 33, Chungcheongnam-do, South Korea","Yesan 33, Chungcheongnam-do, South Korea",Yesan 33,w-6,GG2011B007,Yesan,,Chungcheongnam-do,South Korea,36.53603606059984,126.84786657136536,6.95,7.6,2.3,4.3,14.0,2.05,0.18,16.5,206.0,2.4,4.4,13.0,14.0,57.8,64.0,0.49,1.44,0.16,,3203,GG2011B007,IV05,w-6,,,,GE04,Y,"Yesan 33, Chungcheongnam-do, South Korea",Korean Water Quality API,941624.7219,1837788.1144
2026-06-26,2026-06-26 10:46:34,"Yong-dong 25, Chungcheongbuk-do, South Korea","Yong-dong 25, Chungcheongbuk-do, South Korea",Yong-dong 25,W-10,GG2011B009,Yong-dong,,Chungcheongbuk-do,South Korea,36.339849574120684,127.8013095207742,7.15,8.4,2.0,3.5,10.0,2.05,0.1,13.0,214.0,3.6,4.0,25.0,4.0,52.2,58.0,0.49,1.26,0.08,,4947,GG2011B009,IV05,W-10,,,,GE04,Y,"Yong-dong 25, Chungcheongbuk-do, South Korea",Korean Water Quality API,1027039.3542,1815870.9212
2026-06-26,2026-06-26 10:46:33,"Okcheon 4, Chungcheongbuk-do, South Korea","Okcheon 4, Chungcheongbuk-do, South Korea",Okcheon 4,W-2,GG2011B009,Okcheon,,Chungcheongbuk-do,South Korea,36.42436807486863,127.73838647956026,6.8,8.4,1.4,3.1,11.0,1.6,0.18,14.4,200.0,3.6,3.2,37.0,8.0,53.6,60.4,0.25,0.9,0.16,,4700,GG2011B009,IV05,W-2,,,,GE04,Y,"Okcheon 4, Chungcheongbuk-do, South Korea",Korean Water Quality API,1021369.5262,1825230.1231
2026-06-26,2026-06-26 10:46:33,"Okcheon 5, Chungcheongbuk-do, South Korea","Okcheon 5, Chungcheongbuk-do, South Korea",Okcheon 5,W-3,GG2011B009,Okcheon,,Chungcheongbuk-do,South Korea,36.43735936676384,127.7443463940212,7.25,8.2,2.6,2.7,10.0,2.05,0.14,13.7,198.0,3.3,4.8,34.0,6.0,52.2,59.2,0.49,1.62,0.12,,4219,GG2011B009,IV05,W-3,,,,GE04,Y,"Okcheon 5, Chungcheongbuk-do, South Korea",Korean Water Quality API,1021900.1384,1826672.4915
