chlorophyll_a_ug_l,water_temperature_c,total_p_mg_l,total_n_mg_l,do_mg_l,predicted_chlorophyll_a_ug_l
4.233333333333333,3.233333333333333,0.009,1.9593333333333331,13.7,2.922132148686079
3.9,4.366666666666667,0.004,1.9383333333333328,13.4,2.8456051141560788
2.7,7.233333333333333,0.0056666666666666,1.4956666666666667,12.9,3.0026898293001194
3.2,13.966666666666669,0.0076666666666666,1.338,10.366666666666667,3.4575755895410865
0.9,17.933333333333334,0.007,1.4136666666666666,9.766666666666667,3.9240836842861704
3.633333333333333,22.4,0.0063333333333333,1.0566666666666666,7.099999999999999,3.887433756042035
4.2,22.133333333333336,0.0216666666666666,0.882,8.166666666666666,4.633700315606358
3.6,29.866666666666664,0.0213333333333333,1.4786666666666666,6.3,5.995791452240944
6.366666666666667,24.0,0.0296666666666666,1.7013333333333334,8.933333333333334,6.086572823211387
2.8666666666666667,23.9,0.0153333333333333,0.585,8.6,4.58843690168489
3.333333333333333,17.333333333333332,0.0173333333333333,0.8646666666666666,9.6,3.9605113640605847
2.9,10.133333333333333,0.0119999999999999,1.054,10.666666666666666,3.0451022439811952
2.6333333333333333,5.233333333333333,0.014,1.3333333333333333,12.333333333333334,2.879502332424733
2.2666666666666666,4.2,0.0133333333333333,1.166,13.7,2.884230998563436
2.8000000000000003,5.566666666666666,0.0086666666666666,1.3476666666666668,12.833333333333334,2.833271709731565
2.466666666666667,12.7,0.018,1.8666666666666665,10.666666666666666,3.9590949562597046
3.766666666666667,19.666666666666668,0.0106666666666666,1.353,9.266666666666667,4.215159606299761
2.1666666666666665,23.5,0.017,1.289,7.533333333333334,4.731340205141885
3.1666666666666665,28.433333333333334,0.0173333333333333,0.903,9.1,5.858531684333214
5.5,25.5,0.0193333333333333,1.0093333333333334,6.033333333333334,4.700926974892261
4.333333333333333,22.433333333333334,0.0276666666666666,1.473666666666667,8.9,5.496398468060994
4.666666666666667,22.666666666666668,0.0183333333333333,1.9973333333333332,6.800000000000001,4.863782930101951
0.9333333333333332,17.033333333333335,0.007,1.5056666666666665,8.4,3.5776466680075183
1.4333333333333331,9.3,0.0086666666666666,2.160333333333333,10.633333333333333,3.252506511465313
1.3666666666666665,3.333333333333333,0.015,1.4116666666666664,13.533333333333331,2.897719396132927
3.8,4.1000000000000005,0.009,1.6316666666666666,14.033333333333331,2.9574033161434627
1.1666666666666667,7.966666666666666,0.017,1.425,11.666666666666666,3.2464807389794474
1.2,14.666666666666666,0.0123333333333333,1.3293333333333337,9.966666666666669,3.6521489033835177
7.5,17.0,0.018,0.9796666666666668,9.333333333333334,3.9380531251491524
2.333333333333333,21.399999999999995,0.0139999999999999,0.7866666666666667,8.133333333333333,4.123110988247034
3.766666666666667,22.166666666666668,0.0306666666666666,0.996,7.533333333333334,4.980788905083839
3.4,29.7,0.015,0.8803333333333333,7.266666666666666,5.493297582553405
2.5,25.4,0.0083333333333333,0.864,8.0,4.5417666091795565
5.833333333333333,22.8,0.0083333333333333,0.8023333333333333,8.033333333333333,4.094514137474398
1.6666666666666667,17.5,0.0083333333333333,0.8373333333333334,7.333333333333333,3.2264970011867895
1.9,9.866666666666667,0.0033333333333333,0.8220000000000001,10.233333333333333,2.5967629159163192
1.6333333333333335,5.5,0.0093333333333333,1.3713333333333333,12.300000000000002,2.7743697520942225
2.4,5.6000000000000005,0.0116666666666666,1.6463333333333334,12.7,3.022439334421402
1.6666666666666667,7.533333333333334,0.0186666666666666,1.444,11.366666666666667,3.2049987233968613
1.7,11.766666666666666,0.0113333333333333,1.317,11.133333333333333,3.4162643550675202
9.4,17.599999999999998,0.0239999999999999,0.9046666666666666,10.8,4.556706318083116
1.4333333333333331,22.2,0.007,0.6916666666666668,7.766666666666667,3.845327907051696
3.4666666666666663,25.0,0.0139999999999999,0.8503333333333334,5.833333333333333,4.254869021201218
2.1666666666666665,29.2,0.0123333333333333,0.5593333333333333,8.433333333333334,5.358233614667613
7.2,29.133333333333336,0.0206666666666666,1.2103333333333333,6.5,5.68670508605042
4.666666666666667,22.4,0.018,1.7086666666666668,7.233333333333333,4.742685705752428
5.733333333333333,18.0,0.009,1.4316666666666666,8.933333333333332,3.8606739464294346
2.6,12.333333333333334,0.0096666666666666,1.2616666666666667,10.266666666666666,3.261718067920011
1.1333333333333335,5.666666666666667,0.0193333333333333,1.8726666666666667,12.166666666666666,3.2903691954244714
1.2333333333333334,3.8333333333333335,0.0133333333333333,1.569,14.533333333333331,3.1225915033305025
1.4333333333333331,6.066666666666666,0.0193333333333333,1.6713333333333331,12.066666666666668,3.2450998505068
1.2666666666666666,12.4,0.008,1.5006666666666666,9.466666666666669,3.1745739365922274
1.7333333333333334,17.3,0.0123333333333333,1.32,8.533333333333333,3.761186100189132
1.2666666666666666,23.266666666666666,0.0119999999999999,1.124,6.900000000000001,4.247037697791417
1.5333333333333332,27.33333333333333,0.0186666666666666,0.8936666666666667,6.5,5.04344516661681
2.6333333333333333,26.266666666666666,0.0263333333333333,1.143,6.5,5.372353523591144
2.433333333333333,28.5,0.0226666666666666,0.8046666666666668,4.266666666666667,4.874249520287413
4.0,22.8,0.0116666666666666,1.2033333333333334,7.233333333333333,4.266064085992858
4.7,16.833333333333332,0.0153333333333333,1.257,8.066666666666666,3.69358390709339
0.7333333333333334,11.9,0.0243333333333333,1.2346666666666666,9.233333333333333,3.536344310995764
4.2,4.666666666666667,0.0136666666666666,0.8793333333333333,10.866666666666667,2.4384459380975887
3.0,5.0,0.0313333333333333,1.5546666666666666,11.666666666666666,3.409494055160155
4.7,8.0,0.0136666666666666,1.7026666666666666,9.6,2.913542406493122
2.7,10.666666666666666,0.01,2.113,9.1,3.200344526536848
3.1,17.666666666666668,0.0053333333333333,1.1683333333333332,9.6,3.677663459565064
8.4,23.33333333333333,0.0103333333333333,1.284333333333333,8.033333333333333,4.507037012349212
9.8,27.666666666666668,0.0169999999999999,0.7876666666666666,6.8,5.034867960701078
2.8,26.0,0.0423333333333333,1.0433333333333332,7.866666666666667,6.526154885565345
7.4,25.0,0.0423333333333333,1.0433333333333332,8.166666666666666,6.386083985498746
29.9,22.0,0.013,0.997,10.733333333333334,4.850618179546353
9.1,17.333333333333332,0.0186666666666666,0.8856666666666667,10.1,4.124696089095096
1.4,11.0,0.012,0.9566666666666668,11.633333333333336,3.2764703753080333
4.2,4.0,0.0213333333333333,1.2223333333333333,11.266666666666666,2.761733947595413
2.6,5.0,0.01,1.24,9.533333333333331,2.308976943331886
3.3,6.0,0.01,1.446,8.933333333333334,2.397090785038993
8.1,10.0,0.01,1.759,8.366666666666665,2.867079912664145
5.7,16.666666666666668,0.02,1.4166666666666667,7.633333333333333,3.839725194657495
22.5,19.33333333333333,0.0243333333333333,1.3630000000000002,6.233333333333333,4.121207375202249
21.6,23.0,0.0363333333333333,1.24,10.5,6.391137915251085
9.4,24.666666666666668,0.0726666666666666,1.1703333333333334,5.8,7.620175039241106
5.3,25.33333333333333,0.0266666666666666,1.018333333333333,7.900000000000001,5.486334965772292
3.8,21.0,0.0136666666666666,0.7186666666666666,9.4,4.272334840364271
8.2,17.666666666666668,0.011,0.8729999999999999,7.766666666666667,3.4309490715739654
5.8,10.666666666666666,0.0236666666666666,1.4343333333333332,11.966666666666669,3.931787672631983
3.3,5.0,0.0169999999999999,1.088,13.233333333333334,2.9966036470498696
6.8,3.0,0.0293333333333333,1.5256666666666667,12.833333333333334,3.261485485990695
6.2,5.0,0.0153333333333333,1.9083333333333328,11.966666666666669,3.050765562999321
0.5,11.0,0.024,1.7813333333333334,10.3,3.8324129932607995
3.0,17.666666666666668,0.0223333333333333,2.252333333333333,9.5,4.922317552918889
9.7,21.666666666666668,0.0263333333333333,1.397333333333333,7.766666666666667,4.959355902949728
9.8,24.33333333333333,0.0196666666666666,1.052,9.4,5.325925550022005
4.4,26.33333333333333,0.0216666666666666,1.5563333333333336,10.833333333333334,6.585296814739137
5.9,23.33333333333333,0.0496666666666666,1.8573333333333333,11.666666666666666,8.233844725791824
8.4,17.666666666666668,0.0243333333333333,1.836,6.866666666666667,4.216262188701247
7.4,16.333333333333332,0.0253333333333333,1.3843333333333334,8.233333333333333,4.107099091904674
5.4,9.0,0.022,1.6403333333333334,11.533333333333331,3.6335244904134463
6.8,3.0,0.018,1.4823333333333333,13.1,2.9120077158308733
4.6,3.333333333333333,0.0403333333333333,1.924,13.866666666666667,4.090728925817729
6.7,9.666666666666666,0.027,1.938,13.366666666666667,4.445411810783128
6.6,13.0,0.033,1.462,10.733333333333334,4.456736636380014
7.4,17.333333333333332,0.0283333333333333,1.1233333333333333,9.533333333333331,4.542808995762898
9.4,21.33333333333333,0.017,1.1643333333333332,13.333333333333334,5.666415479665026
6.4,24.33333333333333,0.042,1.526333333333333,8.533333333333333,6.6623982010105856
13.4,28.666666666666668,0.039,2.1163333333333334,6.233333333333333,7.242219967606216
7.8,26.666666666666668,0.0343333333333333,0.9476666666666668,5.633333333333333,5.5311963541144875
10.2,23.33333333333333,0.021,1.213,3.8,4.046174880656247
8.2,17.0,0.0273333333333333,1.2466666666666668,10.133333333333333,4.637641580685179
9.2,9.666666666666666,0.0213333333333333,1.2153333333333334,11.233333333333334,3.466266759352264
7.8,4.0,0.0236666666666666,1.7736666666666665,21.0,4.931742377970131
3.2,5.0,0.019,1.5243333333333335,11.9,3.0147526842331835
2.8,7.0,0.0226666666666666,1.3259999999999998,11.133333333333333,3.1875141341998026
2.8,15.0,0.0236666666666666,1.891333333333333,11.266666666666666,4.71876797358766
3.4,17.666666666666668,0.0376666666666666,1.9753333333333332,7.266666666666667,4.983208769797518
5.4,20.666666666666668,0.032,1.108,10.633333333333333,5.595974537723344
8.1,21.33333333333333,0.0223333333333333,0.9406666666666668,8.266666666666667,4.579664808063002
6.2,23.666666666666668,0.0323333333333333,1.591,7.866666666666667,5.801340379565748
5.8,22.666666666666668,0.0283333333333333,1.296,13.966666666666669,6.904062965887909
5.2,20.666666666666668,0.0303333333333333,1.2380000000000002,14.9,6.797254951499284
5.8,15.666666666666666,0.027,1.196,14.9,5.4853008502789145
4.8,8.333333333333334,0.0203333333333333,1.1963333333333332,19.266666666666666,4.831634648601818
3.7,2.6666666666666665,0.028,1.7203333333333333,14.766666666666666,3.5872217929080854
3.4,4.333333333333333,0.011,1.948,13.666666666666666,3.1132075376998065
1.3,5.333333333333333,0.0093333333333333,2.075,13.2,3.157016490140178
6.6,11.0,0.0136666666666666,2.050333333333333,13.133333333333333,4.097161440735239
6.4,17.0,0.0176666666666666,1.72,11.433333333333332,4.736267225575859
18.0,21.0,0.0183333333333333,1.2646666666666666,10.6,5.044136122456329
10.8,22.0,0.0236666666666666,1.2253333333333334,6.633333333333333,4.5431925382926615
9.2,25.33333333333333,0.0286666666666666,1.9270000000000005,7.399999999999999,6.039480739456744
6.6,24.33333333333333,0.0453333333333333,1.282,8.1,6.563360819080699
8.9,22.0,0.03,1.3013333333333332,9.166666666666666,5.496534712043127
8.4,16.666666666666668,0.03,1.6366666666666667,9.433333333333332,4.7538854501719054
27.3,12.666666666666666,0.028,1.521,8.933333333333334,3.8570508312409917
4.5,6.333333333333333,0.0246666666666666,1.913,9.5,3.1309396098281352
4.6,5.0,0.026,2.2193333333333336,11.233333333333334,3.4183144982510605
4.2,8.333333333333334,0.0253333333333333,2.827666666666667,13.333333333333334,4.599263530895669
11.4,11.0,0.026,2.086,11.333333333333334,4.264826952224772
10.9,18.0,0.0273333333333333,1.818,6.0,4.20913239416322
29.0,23.0,0.0263333333333333,2.0646666666666667,7.266666666666667,5.480163806182857
4.7,23.33333333333333,0.0246666666666666,1.8356666666666663,6.633333333333333,5.164964519753891
7.466666666666666,28.33333333333333,0.027,1.2556666666666667,6.266666666666667,5.835122926628622
7.199999999999999,24.666666666666668,0.0446666666666666,0.7043333333333334,5.633333333333333,5.529694150382617
6.766666666666667,19.0,0.0313333333333333,1.534333333333333,9.0,5.0828015297854
9.9,14.666666666666666,0.032,1.5296666666666667,9.8,4.5249291392150015
2.1,10.0,0.0279999999999999,1.2846666666666666,10.266666666666667,3.6145434204268527
4.2,5.666666666666667,0.0223333333333333,1.6993333333333334,12.033333333333331,3.3024435400762187
5.233333333333333,4.0,0.0136666666666666,1.978,13.9,3.2109339896439106
1.7333333333333334,7.0,0.0103333333333333,1.999666666666667,12.966666666666669,3.339211232299653
1.5666666666666664,11.0,0.0086666666666666,1.6803333333333337,11.266666666666666,3.390948159306048
3.633333333333333,19.33333333333333,0.0119999999999999,1.6173333333333335,10.166666666666666,4.543272020470685
4.6000000000000005,24.0,0.0136666666666666,1.0873333333333333,6.9,4.420706427607817
10.866666666666667,26.666666666666668,0.038,0.9426666666666668,6.8,6.042815725709881
9.666666666666666,29.0,0.0376666666666666,1.733666666666667,5.400000000000001,6.688868013059753
12.033333333333331,25.666666666666668,0.03,1.4783333333333333,7.900000000000001,6.030040839796795
10.0,22.33333333333333,0.0119999999999999,1.102666666666667,8.033333333333333,4.32201813475458
13.733333333333334,15.0,0.0213333333333333,1.3113333333333337,9.4,3.9359426794838503
2.766666666666667,6.0,0.0119999999999999,1.631,11.0,2.812259366932457
2.566666666666667,3.0,0.009,1.5970000000000002,13.433333333333332,2.724412688909382
2.6,4.0,0.01,2.449666666666667,13.433333333333332,3.194483977919319
1.6333333333333335,8.333333333333334,0.0146666666666666,1.5476666666666663,11.066666666666668,3.162794282227419
3.0666666666666664,13.0,0.0103333333333333,2.1366666666666667,8.700000000000001,3.462857203921274
8.5,18.33333333333333,0.0103333333333333,1.6243333333333334,8.200000000000001,3.9102936191794697
8.766666666666667,21.666666666666668,0.0153333333333333,1.75,5.8,4.2123518655586185
9.9,21.0,0.044,2.1,7.833333333333333,6.218465788201695
17.166666666666668,28.0,0.0503333333333333,1.8756666666666664,4.666666666666667,7.136406543065382
15.5,22.0,0.076,1.6143333333333334,7.466666666666666,8.088766040849434
6.066666666666667,17.266666666666666,0.0773333333333333,1.9533333333333327,8.666666666666666,7.6028453967854155
13.633333333333333,14.133333333333333,0.0343333333333333,1.5583333333333331,10.433333333333332,4.695066943727744
9.6,8.566666666666666,0.0236666666666666,1.5146666666666668,10.133333333333333,3.333759775554266
7.366666666666666,4.133333333333334,0.0163333333333333,1.3833333333333335,12.066666666666668,2.800393132175219
4.1000000000000005,4.533333333333333,0.012,1.7026666666666666,11.9,2.8022061547509485
5.3,8.433333333333334,0.018,1.0506666666666666,10.833333333333334,3.056869809642116
2.0,12.533333333333331,0.0083333333333333,2.829333333333333,7.933333333333333,3.4817436395362984
2.7,16.366666666666667,0.0116666666666666,1.469,6.966666666666666,3.386615222826812
2.2333333333333334,21.53333333333333,0.0113333333333333,0.7233333333333333,4.733333333333333,3.374803707436386
1.9,23.266666666666666,0.0163333333333333,0.1786666666666666,6.166666666666667,3.8310723221263006
0.7000000000000001,26.0,0.0349999999999999,1.358,4.0,5.2686718597757904
3.033333333333333,23.5,0.0743333333333333,2.0813333333333333,8.066666666666666,9.04477627011555
1.8,19.566666666666663,0.0453333333333333,1.336,8.4,5.647074657703532
0.3999999999999999,16.099999999999998,0.01,1.784333333333333,7.633333333333333,3.5395236427545367
1.7333333333333334,10.1,0.0096666666666666,1.6920000000000002,8.5,2.8645034717641673
0.5666666666666668,6.433333333333334,0.003,1.6369999999999998,7.6,2.1411716643021386
1.0666666666666669,6.466666666666666,0.0113333333333333,1.7376666666666667,10.3,2.7790087251260016
1.1666666666666667,8.733333333333333,0.0103333333333333,1.7546666666666668,11.4,3.203313861686568
1.4666666666666668,13.533333333333331,0.0026666666666666,1.6943333333333337,11.0,3.478223271367904
4.566666666666666,18.266666666666666,0.0106666666666666,1.0973333333333333,8.4,3.7133456415853
5.0,23.633333333333336,0.0153333333333333,0.6683333333333333,6.266666666666667,4.094357932267083
4.1,24.1,0.0416666666666666,1.2403333333333333,7.066666666666666,5.9701285276793055
1.3666666666666665,22.83333333333333,0.1053333333333333,1.0533333333333337,8.266666666666667,10.584959091142697
3.8333333333333335,19.866666666666664,0.0843333333333333,1.108,8.933333333333334,8.20497994186693
4.066666666666666,20.3,0.0053333333333333,0.915,7.6,3.575193173857847
2.2,16.3,0.009,1.1623333333333334,9.266666666666667,3.558333570957009
4.5,11.933333333333332,0.0083333333333333,2.0563333333333333,11.2,3.6558490343603056
4.2,2.5,0.0069999999999999,1.8383333333333327,14.433333333333332,2.8402578344353056
3.8666666666666663,3.8,0.0036666666666666,1.7556666666666667,13.7,2.7492556086779785
2.766666666666667,6.966666666666666,0.0066666666666666,1.6343333333333334,13.033333333333331,3.0763887464343442
3.233333333333333,14.166666666666666,0.011,1.5516666666666667,10.866666666666667,3.7953000966221824
0.8666666666666667,18.166666666666668,0.0073333333333333,1.4003333333333332,9.833333333333334,3.9797405687512972
3.8333333333333335,22.8,0.005,1.1386666666666667,7.133333333333333,3.9387750830677835
5.1000000000000005,22.633333333333336,0.052,1.297,7.899999999999999,6.52976993958099
3.8666666666666663,27.73333333333333,0.032,1.502,7.0,6.362623230895041
7.066666666666666,23.96666666666667,0.0233333333333333,1.768333333333333,9.433333333333334,5.901950661216637
3.0,23.866666666666664,0.0206666666666666,0.739,6.566666666666667,4.458043225106472
3.1666666666666665,17.333333333333332,0.0139999999999999,0.862,10.1,3.923160988540782
2.6333333333333333,9.8,0.0126666666666666,1.012,11.933333333333332,3.2157367687460967
2.533333333333333,4.533333333333333,0.0139999999999999,1.5123333333333333,14.333333333333334,3.179194990649897
2.566666666666667,3.7000000000000006,0.013,1.2943333333333331,14.5,2.985132216342224
2.733333333333333,5.166666666666667,0.0073333333333333,1.4413333333333334,13.466666666666669,2.874683154827117
3.2,12.466666666666669,0.0186666666666666,2.014,10.3,3.947264715811415
3.5,18.933333333333334,0.013,1.352666666666667,7.433333333333334,3.8334210060183205
2.533333333333333,22.866666666666664,0.027,1.1626666666666667,5.733333333333333,4.61106091844809
4.966666666666667,26.6,0.0326666666666666,1.6896666666666669,6.4,6.106536813488254
5.566666666666666,26.8,0.0336666666666666,1.014,7.466666666666666,6.056531404038814
3.8333333333333335,21.6,0.0476666666666666,2.015,8.666666666666666,6.766014135591146
2.6,22.8,0.0096666666666666,2.026666666666667,8.166666666666666,4.808205085410467
0.7000000000000001,16.733333333333334,0.0086666666666666,1.5916666666666668,8.366666666666667,3.6287540579263533
1.4,8.6,0.009,2.265333333333333,10.7,3.226030615428079
1.3666666666666665,3.2,0.0139999999999999,1.437,12.8,2.7493425043909077
1.5333333333333332,3.4333333333333336,0.0093333333333333,1.6736666666666666,13.6,2.8369745920330187
1.1,7.933333333333334,0.017,1.489,12.133333333333333,3.3471720594672663
2.1333333333333333,14.4,0.0103333333333333,1.3836666666666666,10.333333333333334,3.6297916505631074
6.333333333333333,16.966666666666665,0.0176666666666666,1.242,10.633333333333333,4.30827256062435
1.8333333333333333,21.2,0.013,0.7626666666666666,8.066666666666666,4.025992151513615
2.9333333333333336,23.266666666666666,0.0243333333333333,1.2403333333333333,7.5,5.004222549952966
3.333333333333333,27.433333333333334,0.0193333333333333,0.9973333333333332,4.666666666666667,4.724356659186234
2.3000000000000003,24.766666666666666,0.0156666666666666,0.8663333333333334,7.266666666666667,4.605192905761134
6.933333333333334,22.433333333333334,0.0166666666666666,1.015,8.8,4.6682517767959775
1.8333333333333333,17.533333333333335,0.0093333333333333,0.9493333333333333,8.466666666666667,3.5078955700292465
1.9333333333333336,9.666666666666666,0.0156666666666666,0.8296666666666667,10.466666666666669,2.990852849585247
0.7999999999999999,4.4,0.015,1.9036666666666668,12.566666666666668,3.0596170579283566
1.2,5.366666666666667,0.01,1.8723333333333332,12.533333333333331,2.998206656317872
4.833333333333333,7.266666666666667,0.018,1.825,12.2,3.443377629912429
2.6,11.6,0.0136666666666666,1.5636666666666663,10.766666666666666,3.5168481445203144
13.6,17.533333333333335,0.0286666666666666,1.1666666666666667,10.333333333333334,4.79518144909834
1.7666666666666666,21.766666666666666,0.0103333333333333,0.8456666666666667,7.233333333333333,3.8802295918668355
3.4,25.0,0.022,1.1266666666666667,5.833333333333333,4.755060793154363
7.6,29.433333333333334,0.016,0.658,8.933333333333334,5.791742733288076
6.466666666666666,29.23333333333333,0.0253333333333333,1.228,8.133333333333333,6.443179220431833
7.399999999999999,22.03333333333333,0.02,1.9426666666666668,8.0,5.081281349648325
12.5,17.599999999999998,0.0146666666666666,1.686,10.8,4.543393106908479
2.533333333333333,12.033333333333331,0.0136666666666666,1.5756666666666668,10.366666666666667,3.510513857472403
1.0333333333333334,5.033333333333333,0.0216666666666666,1.8723333333333332,13.133333333333333,3.455275089874627
1.5,3.5666666666666664,0.023,1.6516666666666666,14.366666666666667,3.428185366603693
1.0666666666666669,6.3,0.019,1.8136666666666663,12.166666666666666,3.33851138820531
1.4333333333333331,12.833333333333334,0.008,1.5973333333333333,10.166666666666666,3.388723898485469
3.9,18.0,0.0123333333333333,1.296,8.433333333333334,3.834320473554391
1.4333333333333331,23.33333333333333,0.0183333333333333,1.1196666666666666,6.766666666666667,4.503926075994669
6.433333333333334,26.8,0.0286666666666666,1.2616666666666667,5.666666666666667,5.458979992208141
1.8333333333333333,25.96666666666667,0.037,1.388,6.4,6.01787255252323
0.8333333333333334,28.366666666666664,0.0206666666666666,0.798,4.566666666666667,4.8210561467100295
9.866666666666667,22.866666666666664,0.0156666666666666,1.6769999999999998,9.233333333333333,5.1678595418687046
11.166666666666666,16.666666666666668,0.0093333333333333,1.4683333333333335,9.233333333333334,3.7508674420889507
0.6333333333333334,11.666666666666666,0.0186666666666666,1.274333333333333,9.7,3.397885192941093
